LA1,LA2,LB1,LB2,RA1,RA2,RB,IPMR CODE,"U:Used 
A:Allocated 
N:Not used 
D:DO NOT USE",Priority group for making,RING,DATE,Project,GRID,SITENAME,AGE,TAG,Old ring,,Colours,B,G,L,N,O,R,W,Y,M
N,,O,W,N,O,M,"LAN;LBO,W;RAN,O;RBM",U,,FA95838,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13711,,,,,,,,,,,,
N,,O,W,N,R,M,"LAN;LBO,W;RAN,R;RBM",U,,FA95823,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 13144,,,,,,,,,,,,
N,,O,W,N,W,M,"LAN;LBO,W;RAN,W;RBM",U,,FA95812,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 12964,,,,,,,,,,,,
N,,O,W,N,Y,M,"LAN;LBO,W;RAN,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,O,B,M,"LAN;LBO,W;RAO,B;RBM",U,,FA95814,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 13186,,,,,,,,,,,,
N,,O,W,O,G,M,"LAN;LBO,W;RAO,G;RBM",U,,FA95811,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,,,,,,,,,,,,,
N,,O,W,O,L,M,,N,,,,,,,,,,,,,,,,,,,,
N,,O,W,O,N,M,"LAN;LBO,W;RAO,N;RBM",U,,FA95816,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 13205,,,,,,,,,,,,
N,,O,W,O,O,M,"LAN;LBO,W;RAO,O;RBM",U,,FA95804,14/12/2015,TLP10,ST3182,Lighthouse Saltmarsh,4,GPS tag 13153,,,,,,,,,,,,
N,,O,W,O,R,M,"LAN;LBO,W;RAO,R;RBM",U,,FA95819,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 12942,,,,,,,,,,,,
N,,O,W,O,W,M,"LAN;LBO,W;RAO,W;RBM",U,,FA95809,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,,,,,,,,,,,,,
N,,O,W,O,Y,M,"LAN;LBO,W;RAO,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,R,B,M,"LAN;LBO,W;RAR,B;RBM",U,,FA95821,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 13168,,,,,,,,,,,,
N,,O,W,R,G,M,"LAN;LBO,W;RAR,G;RBM",U,,FA95813,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 13494,,,,,,,,,,,,
N,,O,W,R,L,M,,N,,,,,,,,,,,,,,,,,,,,
N,,O,W,R,N,M,"LAN;LBO,W;RAR,N;RBM",U,,FA95820,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 13175,,,,,,,,,,,,
N,,O,W,R,O,M,"LAN;LBO,W;RAR,O;RBM",U,,FA95829,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,,,,,,,,,,,,,
N,,O,W,R,R,M,"LAN;LBO,W;RAR,R;RBM",U,,FA95837,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13723,,,,,,,,,,,,
N,,O,W,R,W,M,"LAN;LBO,W;RAR,W;RBM",U,,FA95810,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,,,,,,,,,,,,,
N,,O,W,R,Y,M,"LAN;LBO,W;RAR,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,W,B,M,"LAN;LBO,W;RAW,B;RBM",U,,FA95839,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13726,,,,,,,,,,,,
N,,O,W,W,G,M,"LAN;LBO,W;RAW,G;RBM",U,,FA95822,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,GPS tag 13445,,,,,,,,,,,,
N,,O,W,W,L,M,,N,,,,,,,,,,,,,,,,,,,,
N,,O,W,W,N,M,"LAN;LBO,W;RAW,N;RBM",U,,FA95824,15/12/2015,TLP10,ST3183,Lighthouse Beach,4,,,,,,,,,,,,,
N,,O,W,W,O,M,"LAN;LBO,W;RAW,O;RBM",U,,FA95802,14/12/2015,TLP10,ST3182,Lighthouse Saltmarsh,4,GPS tag 13120,,,,,,,,,,,,
N,,O,W,W,R,M,"LAN;LBO,W;RAW,R;RBM",U,,FA95807,14/12/2015,TLP10,ST3182,Lighthouse Saltmarsh,4,GPS tag 12926,,,,,,,,,,,,
N,,O,W,W,W,M,"LAN;LBO,W;RAW,W;RBM",U,,FA95836,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13721,,,,,,,,,,,,
N,,O,W,W,Y,M,"LAN;LBO,W;RAW,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,B,M,"LAN;LBO,W;RAY,B;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,G,M,"LAN;LBO,W;RAY,G;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,L,M,,N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,N,M,"LAN;LBO,W;RAY,N;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,O,M,"LAN;LBO,W;RAY,O;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,R,M,"LAN;LBO,W;RAY,R;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,W,M,"LAN;LBO,W;RAY,W;RBM",N,,,,,,,,,,,,,,,,,,,,
N,,O,W,Y,Y,M,"LAN;LBO,W;RAY,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
O,,O,W,B,B,M,"LAO;LBO,W;RAB,B;RBM",U,,FJ23413,05/13/2018,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,B,G,M,"LAO;LBO,W;RAB,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
O,,O,W,B,L,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
O,,O,W,B,N,M,"LAO;LBO,W;RAB,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
O,,O,W,B,O,M,"LAO;LBO,W;RAB,O;RBM",U,,FH23425,17/04/2019,N Wales,,Malltraeth,4F,Y+Geolocator,,,,,,,,,,,,
O,,O,W,B,R,M,"LAO;LBO,W;RAB,R;RBM",U,,FJ49263,29/12/2021,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
O,,O,W,B,W,M,"LAO;LBO,W;RAB,W;RBM",U,,FH23421,09/04/2019,N Wales,,Malltraeth,4F,Y+Geolocator,,,,,,,,,,,,
O,,O,W,B,Y,M,"LAO;LBO,W;RAB,Y;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
O,,O,W,G,B,M,"LAO;LBO,W;RAG,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
O,,O,W,G,G,M,"LAO;LBO,W;RAG,G;RBM",U,,FH27949,05/12/2018,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,G,L,M,,A - Cymru,3,,,,,,,,,,,,,,,,,,,
O,,O,W,G,N,M,"LAO;LBO,W;RAG,N;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
O,,O,W,G,O,M,"LAO;LBO,W;RAG,O;RBM",U,,FH23435,02/05/2019,N Wales,,Denbigh,4M,Y+Geolocator,,,,,,,,,,,,
O,,O,W,G,R,M,"LAO;LBO,W;RAG,R;RBM",U,,FH23423,10/04/2019,N Wales,,Malltraeth,4M,Y+Geolocator,,,,,,,,,,,,
O,,O,W,G,W,M,"LAO;LBO,W;RAG,W;RBM",U,,FH23432,23/04/2019,N Wales,,Ysbyty Ifan,4M,Y+Geolocator,,,,,,,,,,,,
O,,O,W,G,Y,M,"LAO;LBO,W;RAG,Y;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
O,,O,W,L,B,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
O,,O,W,L,G,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
O,,O,W,L,L,M,,A - Cymru,3,,,,,,,,,,,,,,,,,,,
O,,O,W,L,N,M,,A - Cymru,4,,,,,,,,,,,,,,,,,,,
O,,O,W,L,O,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
O,,O,W,L,R,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
O,,O,W,L,W,M,,A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
O,,O,W,L,Y,M,,A - Cymru,3,,,,,,,,,,,,,,,,,,,
O,,O,W,N,B,M,"LAO;LBO,W;RAN,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
O,,O,W,N,G,M,"LAO;LBO,W;RAN,G;RBM",U,,FH27934,05/08/2016,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,N,L,M,,A - Cymru,4,,,,,,,,,,,,,,,,,,,
O,,O,W,N,N,M,"LAO;LBO,W;RAN,N;RBM",U,,FH27933,05/07/2016,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,N,O,M,"LAO;LBO,W;RAN,O;RBM",U,,FH27935,05/08/2016,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,N,R,M,"LAO;LBO,W;RAN,R;RBM",U,,FA95840,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13732,,,,,,,,,,,,
O,,O,W,N,W,M,"LAO;LBO,W;RAN,W;RBM",U,,FH27932,05/07/2016,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,N,Y,M,"LAO;LBO,W;RAN,Y;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
O,,O,W,O,B,M,"LAO;LBO,W;RAO,B;RBM",U,,FA95847,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13705,,,,,,,,,,,,
O,,O,W,O,G,M,"LAO;LBO,W;RAO,G;RBM",U,,FA95849,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13459,,,,,,,,,,,,
O,,O,W,O,L,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
O,,O,W,O,N,M,"LAO;LBO,W;RAO,N;RBM",U,,FA95850,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13738,,,,,,,,,,,,
O,,O,W,O,O,M,"LAO;LBO,W;RAO,O;RBM",U,,FJ23414,5/16/2018,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,O,R,M,"LAO;LBO,W;RAO,R;RBM",U,,FA95848,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13712,,,,,,,,,,,,
O,,O,W,O,W,M,"LAO;LBO,W;RAO,W;RBM",U,,FH27947,5/5/2018 & 13/04/2019,N Wales,,Malltraeth,4M,Y+Geolocator,,Vincent,,,,,,,,,,
O,,O,W,O,Y,M,"LAO;LBO,W;RAO,Y;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
O,,O,W,R,B,M,"LAO;LBO,W;RAR,B;RBM",U,,FH23437,03/05/2019,N Wales,,Denbigh,4M,Y+Geolocator,,,,,,,,,,,,
O,,O,W,R,G,M,"LAO;LBO,W;RAR,G;RBM",U,,FH27950,5/13/2018,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,R,L,M,,A - Cymru,4,,,,,,,,,,,,,,,,,,,
O,,O,W,R,N,M,"LAO;LBO,W;RAR,N;RBM",U,,FH23422,09/04/2019,N Wales,,Malltraeth,4M,Y+Geolocator,,,,,,,,,,,,
O,,O,W,R,O,M,"LAO;LBO,W;RAR,O;RBM",U,,FH23424,11/04/2019,N Wales,,Malltraeth,4M,Y+Geolocator,,,,,,,,,,,,
O,,O,W,R,R,M,"LAO;LBO,W;RAR,R;RBM",U,,FH27948,05/11/2018,N Wales,,N Wales,4,,,,,,,,,,,,,
O,,O,W,R,W,M,"LAO;LBO,W;RAR,W;RBM",U,,FH23430,18/04/2019,N Wales,,Ysbyty Ifan,4M,Y+Geolocator,,,,,,,,,,,,
O,,O,W,R,Y,M,"LAO;LBO,W;RAR,Y;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
O,,O,W,W,B,M,"LAO;LBO,W;RAW,B;RBM",U,,FA95843,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13715,,,,,,,,,,,,
O,,O,W,W,G,M,"LAO;LBO,W;RAW,G;RBM",U,,FA95841,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13409,,,,,,,,,,,,
O,,O,W,W,L,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
O,,O,W,W,N,M,"LAO;LBO,W;RAW,N;RBM",U,,FA95846,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13423,,,,,,,,,,,,
O,,O,W,W,O,M,"LAO;LBO,W;RAW,O;RBM",U,,FA95845,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13758,,,,,,,,,,,,
O,,O,W,W,R,M,"LAO;LBO,W;RAW,R;RBM",U,,FA95842,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13752,,,,,,,,,,,,
O,,O,W,W,W,M,"LAO;LBO,W;RAW,W;RBM",U,,FA95844,14/01/2016,TLP10,ST2478,Newton Farm Curlew Area,6,GPS tag 13724,,,,,,,,,,,,
O,,O,W,W,Y,M,"LAO;LBO,W;RAW,Y;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,B,M,"LAO;LBO,W;RAY,B;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,G,M,"LAO;LBO,W;RAY,G;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,L,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,N,M,"LAO;LBO,W;RAY,N;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,O,M,"LAO;LBO,W;RAY,O;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,R,M,"LAO;LBO,W;RAY,R;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,W,M,"LAO;LBO,W;RAY,W;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
O,,O,W,Y,Y,M,"LAO;LBO,W;RAY,Y;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
R,,O,W,B,B,M,"LAR;LBO,W;RAB,B;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,B,G,M,"LAR;LBO,W;RAB,B;RBM",D,,,,,,,,,,,,,,,,,,,,
R,,O,W,B,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,B,N,M,"LAR;LBO,W;RAB,B;RBM",D,,,,,,,,,,,,,,,,,,,,
R,,O,W,B,O,M,"LAR;LBO,W;RAB,O;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,B,R,M,"LAR;LBO,W;RAB,R;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,B,W,M,"LAR;LBO,W;RAB,W;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,B,Y,M,"LAR;LBO,W;RAB,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,B,M,"LAR;LBO,W;RAG,B;RBM",D,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,G,M,"LAR;LBO,W;RAG,G;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,N,M,"LAR;LBO,W;RAG,N;RBM",D,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,O,M,"LAR;LBO,W;RAG,O;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,R,M,"LAR;LBO,W;RAG,R;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,W,M,"LAR;LBO,W;RAG,W;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,G,Y,M,"LAR;LBO,W;RAG,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,B,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,G,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,N,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,O,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,R,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,W,M,,D,,,,,,,,,,,,,,,,,,,,
R,,O,W,L,Y,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,B,M,"LAR;LBO,W;RAN,B;RBM",D,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,G,M,"LAR;LBO,W;RAN,B;RBM",D,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,N,M,"LAR;LBO,W;RAN,B;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,O,M,"LAR;LBO,W;RAN,O;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,R,M,"LAR;LBO,W;RAN,R;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,W,M,"LAR;LBO,W;RAN,W;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,N,Y,M,"LAR;LBO,W;RAN,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,B,M,"LAR;LBO,W;RAO,B;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,G,M,"LAR;LBO,W;RAO,G;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,N,M,"LAR;LBO,W;RAO,N;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,O,M,"LAR;LBO,W;RAO,O;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,R,M,"LAR;LBO,W;RAO,R;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,W,M,"LAR;LBO,W;RAO,W;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,O,Y,M,"LAR;LBO,W;RAO,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,B,M,"LAR;LBO,W;RAR,B;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,G,M,"LAR;LBO,W;RAR,G;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,N,M,"LAR;LBO,W;RAR,N;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,O,M,"LAR;LBO,W;RAR,O;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,R,M,"LAR;LBO,W;RAR,R;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,W,M,"LAR;LBO,W;RAR,W;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,R,Y,M,"LAR;LBO,W;RAR,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,B,M,"LAR;LBO,W;RAW,B;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,G,M,"LAR;LBO,W;RAW,G;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,N,M,"LAR;LBO,W;RAW,N;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,O,M,"LAR;LBO,W;RAW,O;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,R,M,"LAR;LBO,W;RAW,R;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,W,M,"LAR;LBO,W;RAW,W;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,W,Y,M,"LAR;LBO,W;RAW,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,B,M,"LAR;LBO,W;RAY,B;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,G,M,"LAR;LBO,W;RAY,G;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,L,M,,N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,N,M,"LAR;LBO,W;RAY,N;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,O,M,"LAR;LBO,W;RAY,O;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,R,M,"LAR;LBO,W;RAY,R;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,W,M,"LAR;LBO,W;RAY,W;RBM",N,,,,,,,,,,,,,,,,,,,,
R,,O,W,Y,Y,M,"LAR;LBO,W;RAY,Y;RBM",N,,,,,,,,,,,,,,,,,,,,
W,,O,W,B,B,M,"LAW;LBO,W;RAB,B;RBM",U,,FJ49261,29/12/2021,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,B,G,M,"LAW;LBO,W;RAB,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
W,,O,W,B,L,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,B,N,M,"LAW;LBO,W;RAB,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
W,,O,W,B,O,M,"LAW;LBO,W;RAB,O;RBM",U,,FH23426,17/04/2019,N Wales,,Ysbyty Ifan,4F,Y+Geolocator,,,,,,,,,,,,
W,,O,W,B,R,M,"LAW;LBO,W;RAB,R;RBM",U,,FJ49269,10/01/2022,AU01 - ECHOES,,Malltraeth,6,Y,,,,,,,,,,,,
W,,O,W,B,W,M,"LAW;LBO,W;RAB,W;RBM",U,,FH23434,23/04/2019,N Wales,,Ysbyty Ifan,4M,Y+Geolocator,,,,,,,,,,,,
W,,O,W,B,Y,M,"LAW;LBO,W;RAB,Y;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,G,B,M,"LAW;LBO,W;RAG,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
W,,O,W,G,G,M,"LAW;LBO,W;RAG,G;RBM",U,,FJ49265,10/01/2022,AU01 - ECHOES,,Malltraeth,6,Y,,,,,,,,,,,,
W,,O,W,G,L,M,,A - Cymru,3,,,,,,,,,,,,,,,,,,,
W,,O,W,G,N,M,"LAW;LBO,W;RAG,N;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
W,,O,W,G,O,M,"LAW;LBO,W;RAG,O;RBM",U,,FH23429,18/04/2019,N Wales,,Ysbyty Ifan,4F,Y+Geolocator,,,,,,,,,,,,
W,,O,W,G,R,M,"LAW;LBO,W;RAG,R;RBM",U,,FJ49266,10/01/2022,AU01 - ECHOES,,Malltraeth,6,Y,,,,,,,,,,,,
W,,O,W,G,W,M,"LAW;LBO,W;RAG,W;RBM",U,,FJ49262,29/12/2021,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,G,Y,M,"LAW;LBO,W;RAG,Y;RBM",A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,L,B,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,L,G,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,L,L,M,,A - Cymru,3,,,,,,,,,,,,,,,,,,,
W,,O,W,L,N,M,,A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,L,O,M,,A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,L,R,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,L,W,M,,A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
W,,O,W,L,Y,M,,A - Cymru,3,,,,,,,,,,,,,,,,,,,
W,,O,W,N,B,M,"LAW;LBO,W;RAN,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
W,,O,W,N,G,M,"LAW;LBO,W;RAN,B;RBM",A - Cymru (was D),5,,,,,,,,,,,,,,,,,,,
W,,O,W,N,L,M,,A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,N,N,M,"LAW;LBO,W;RAN,B;RBM",U,,FJ49267,10/01/2022,AU01 - ECHOES,,Malltraeth,6,Y,,,,,,,,,,,,
W,,O,W,N,O,M,"LAW;LBO,W;RAN,O;RBM",U,,FJ49255,13/12/2020,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,N,R,M,"LAW;LBO,W;RAN,R;RBM",U,,FJ49258,29/12/2021,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,N,W,M,"LAW;LBO,W;RAN,W;RBM",U,,FJ49253,13/12/2020,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,N,Y,M,"LAW;LBO,W;RAN,Y;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,O,B,M,"LAW;LBO,W;RAO,B;RBM",U,,FJ23439,06/12/2020,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,O,G,M,"LAW;LBO,W;RAO,G;RBM",U,,FH23431,23/04/2019,N Wales,,Ysbyty Ifan,4M,Y+Geolocator,,,,,,,,,,,,
W,,O,W,O,L,M,,A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,O,N,M,"LAW;LBO,W;RAO,N;RBM",U,,FJ49264,29/12/2021,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,O,O,M,"LAW;LBO,W;RAO,O;RBM",U,,FJ49268,10/01/2022,AU01 - ECHOES,,Malltraeth,6,Y,,,,,,,,,,,,
W,,O,W,O,R,M,"LAW;LBO,W;RAO,R;RBM",U,,FH23433,23/04/2019,N Wales,,Ysbyty Ifan,4F,Y+Geolocator,,,,,,,,,,,,
W,,O,W,O,W,M,"LAW;LBO,W;RAO,W;RBM",U,,FH23427,18/04/2019,N Wales,,Ysbyty Ifan,4F,Y+Geolocator,,,,,,,,,,,,
W,,O,W,O,Y,M,"LAW;LBO,W;RAO,Y;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
W,,O,W,R,B,M,"LAW;LBO,W;RAR,B;RBM",U,,FH23428,18/04/2019,N Wales,,Ysbyty Ifan,4M,Y+Geolocator,,,,,,,,,,,,
W,,O,W,R,G,M,"LAW;LBO,W;RAR,G;RBM",U,,FJ23440,06/12/2020,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,R,L,M,,A - Cymru,4,,,,,,,,,,,,,,,,,,,
W,,O,W,R,N,M,"LAW;LBO,W;RAR,N;RBM",U,,FJ49254,13/12/2020,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,R,O,M,"LAW;LBO,W;RAR,O;RBM",U,,FJ49256,13/12/2020,AU01 - ECHOES,,Malltraeth,4,Y,,,,,,,,,,,,
W,,O,W,R,R,M,"LAW;LBO,W;RAR,R;RBM",U,,FH23436,02/05/2019,N Wales,,Denbigh,4M,Y+Geolocator,,,,,,,,,,,,
W,,O,W,R,W,M,"LAW;LBO,W;RAR,W;RBM",A - Cymru,1,,,,,,,,,,,,,,,,,,,
W,,O,W,R,Y,M,"LAW;LBO,W;RAR,Y;RBM",A - Cymru,2,,,,,,,,,,,,,,,,,,,
W,,O,W,W,B,M,"LAW;LBO,W;RAW,B;RBM",A - Cymru,3,,,,,,,,,,,,,,,,,,,
